IdPoliza,cvePoliza,FechaEmision,IdConfiguracion,IdEmpresa,IdAgente,NumGarantia,MontoAfianzado,MontoRetenido,MontoCubierto,TipoUltimoEstado,UltimoEstado,FechaAviso,FechaFinVig
1634,FAH001000032000,2017-04-26,31343,134,34,0,1500000,1500000,1500000,Con leyenda,NULL,NULL,2018-10-31
1635,FAH001000036000,2017-04-28,31338,193,7,0,130500,130500,130500,Con leyenda,NULL,NULL,2018-01-18
1636,FAH001000040000,2017-04-28,31338,193,7,0,122459.43,122459.43,122459.43,Con leyenda,NULL,NULL,2018-01-18
1637,FAH001000041000,2017-05-12,31338,379,34,0,500000,500000,500000,Con leyenda,NULL,NULL,2018-12-18
1638,FAH001000042000,2017-05-12,31343,379,34,0,1500000,1500000,1500000,Con leyenda,NULL,NULL,2018-12-18
1639,FAH001000043000,2017-09-27,31343,87,34,0,1500000,1500000,1500000,Con leyenda,NULL,NULL,2018-08-14
1640,FAH001000044000,2017-09-27,31338,87,34,1,500000,500000,500000,Con leyenda,2017-03-31,2019-09-30,2018-08-14
1641,FAH001000046000,2018-04-24,31338,695,34,0,500000,500000,500000,Con leyenda,NULL,NULL,2019-04-03
1642,FAH001000047000,2018-06-05,31343,665,34,0,1500000,1500000,1500000,Con leyenda,NULL,NULL,2019-04-10
1643,FAH001000048000,2018-06-05,31338,665,34,0,500000,500000,500000,Con leyenda,NULL,NULL,2019-04-10
1644,FAH001000049000,2018-06-12,31343,257,34,0,1500000,1500000,1500000,Con leyenda,NULL,NULL,2020-05-02
1645,FAH001000050000,2018-06-12,31338,257,34,0,500000,500000,500000,Con leyenda,NULL,NULL,2020-05-02
1646,FAH001000051000,2018-11-22,31338,665,34,1,22500,22500,22500,Con leyenda,2019-12-31,2019-12-31,NULL
1647,FAH001000052000,2018-11-22,31338,665,34,1,22500,22500,22500,Con leyenda,2019-12-31,2019-12-31,NULL
1648,FAH001000053000,2019-03-08,31338,133,34,0,500000,500000,500000,Con leyenda,NULL,NULL,2020-02-12
1649,FAH001000054000,2019-03-08,31343,133,34,0,1500000,1500000,1500000,Con leyenda,NULL,NULL,2020-02-12
1650,FAH001000055000,2019-03-13,31343,99,34,0,1500000,1500000,1500000,Con leyenda,NULL,NULL,2020-02-27
1651,FAH001000056000,2019-03-13,31338,99,34,0,500000,500000,500000,Con leyenda,NULL,NULL,2020-02-27
1652,FAH001000057000,2019-04-24,31343,129,34,0,1500000,1500000,1500000,Sin leyenda,NULL,NULL,2020-04-09
1653,FAH001000058000,2019-04-24,31338,129,34,0,500000,500000,500000,Sin leyenda,NULL,NULL,2020-04-09
1654,FAH001000059000,2019-07-10,31338,225,34,0,500000,500000,500000,Con leyenda,NULL,NULL,2020-05-20
1655,FAH001000060000,2019-07-10,31343,225,34,0,1500000,1500000,1500000,Con leyenda,NULL,NULL,2020-05-20
1656,FAH001000061000,2019-10-02,31343,624,34,0,1500000,1500000,1500000,Con leyenda,NULL,NULL,2020-05-01
1657,FAH001000062000,2019-10-02,31338,624,34,0,500000,500000,500000,Con leyenda,NULL,NULL,2020-05-01
1658,FAH002000001000,2017-07-27,31343,256,35,0,750000,750000,750000,Con leyenda,NULL,NULL,2019-09-30
1659,FAH002000002000,2017-07-27,31338,256,35,0,250000,250000,250000,Con leyenda,NULL,NULL,2019-09-30
1660,FAH002000003000,2017-07-28,31343,338,35,0,750000,750000,750000,Con leyenda,NULL,NULL,2020-01-17
1661,FAH002000004000,2017-07-28,31338,338,35,0,250000,250000,250000,Con leyenda,NULL,NULL,2020-01-17
1662,FAH002000005000,2017-07-31,31343,406,36,0,750000,750000,750000,Con leyenda,NULL,NULL,2019-06-24
1663,FAH002000006000,2017-07-31,31338,406,36,0,250000,250000,250000,Con leyenda,NULL,NULL,2019-06-24
1664,FAH002000007000,2017-08-08,31343,405,35,1,750000,750000,750000,Con leyenda,2019-06-30,2020-04-30,NULL
1665,FAH002000008000,2017-08-08,31338,405,35,0,250000,250000,250000,Con leyenda,NULL,NULL,2020-01-09
1666,FAH002000009000,2017-09-29,31343,446,36,2,750000,750000,750000,Con leyenda,2019-03-31,2020-04-30,2019-08-12
1667,FAH002000010000,2017-09-29,31338,446,36,2,250000,250000,250000,Con leyenda,2019-03-31,2020-04-30,2019-08-12
1668,FAH002000011000,2017-11-07,31338,193,35,0,250000,250000,250000,Con leyenda,NULL,NULL,2019-06-20
1669,FAH002000012000,2017-11-07,31343,193,35,0,750000,750000,750000,Con leyenda,NULL,NULL,2019-06-20
1670,FAH003000001000,2017-06-27,31338,145,36,0,250000,250000,250000,Con leyenda,NULL,NULL,2020-06-04
1671,FAH003000002000,2017-06-27,31343,145,36,0,750000,750000,750000,Con leyenda,NULL,NULL,2020-06-04
1672,FAH003000003000,2017-07-06,31343,232,36,0,750000,750000,750000,Con leyenda,NULL,NULL,2019-06-10
1673,FAH003000004000,2017-07-06,31338,232,36,0,250000,250000,250000,Con leyenda,NULL,NULL,2019-06-10
1674,FAH003000005000,2017-07-21,31338,211,36,0,250000,250000,250000,Con leyenda,NULL,NULL,2020-06-19
1675,FAH003000006000,2017-07-21,31343,211,36,0,750000,750000,750000,Con leyenda,NULL,NULL,2020-06-19
1676,FAH003000007000,2017-08-02,31343,406,36,0,750000,750000,750000,Con leyenda,NULL,NULL,2019-06-24
1677,FAH003000008000,2017-08-02,31338,406,36,0,250000,250000,250000,Con leyenda,NULL,NULL,2019-06-24
1678,FAH003000009000,2017-08-03,31343,681,7,0,750000,750000,750000,Con leyenda,NULL,NULL,2020-08-27
1679,FAH003000010000,2017-08-03,31338,681,7,0,250000,250000,250000,Con leyenda,NULL,NULL,2020-08-27
1680,FAH003000011000,2019-02-28,31343,446,35,0,750000,750000,750000,Con leyenda,NULL,NULL,2020-02-20
1681,FAH003000012000,2019-02-28,31338,446,35,0,250000,250000,250000,Con leyenda,NULL,NULL,2020-02-20
1682,FAH004000001000,2018-06-15,31343,58,37,0,1000000,1000000,1000000,Con leyenda,NULL,NULL,2020-04-11
1683,GDL001000898000,2010-09-29,22212,797,38,0,752445,752445,752445,No Actualizado,NULL,NULL,2016-10-14
1684,GDL001000964000,2012-01-27,22212,876,38,0,17600,17600,17600,No Actualizado,NULL,NULL,2013-01-25
1685,GDL001000982000,2012-06-12,22212,879,38,0,274821.99,274821.99,274821.99,No Actualizado,NULL,NULL,2013-06-04
1686,GDL001001058000,2014-07-21,31334,364,38,0,71236,71236,71236,No Actualizado,NULL,NULL,2015-07-15
1687,GDL001001060000,2014-08-05,32353,227,38,0,72000,72000,72000,Con leyenda,NULL,NULL,2017-12-14
1688,GDL001001068000,2014-10-07,31334,236,38,0,67290,67290,67290,No Actualizado,NULL,NULL,2015-09-17
1689,GDL001001069000,2014-10-16,31339,816,38,0,8211.24,8211.24,8211.24,Con leyenda,NULL,NULL,2015-12-03
1690,GDL001001084000,2015-03-05,31334,816,38,0,59450.58,59450.58,59450.58,Con leyenda,NULL,NULL,2015-12-03
1691,GDL001001085000,2015-03-05,31335,816,38,0,148626.45,148626.45,148626.45,Con leyenda,NULL,NULL,2015-12-03
1692,GDL001001089000,2015-07-08,32348,947,38,1,2945171.5,2945171.5,2945171.5,Con leyenda,2019-12-31,2019-12-02,NULL
1693,GDL001001092000,2015-11-23,32353,288,38,0,30000,30000,30000,Con leyenda,NULL,NULL,2021-02-19
1694,GDL001001102000,2016-04-08,32353,182,38,0,69533.17,69533.17,69533.17,Con leyenda,NULL,NULL,2017-04-05
1695,GDL001001105000,2016-06-17,31334,28,38,0,73040,73040,73040,No Actualizado,NULL,NULL,2017-06-15
1696,GDL001001112000,2016-11-29,35321,986,38,0,183260,183260,183260,No Actualizado,NULL,NULL,2017-11-27
1697,GDL001001113000,2017-01-26,31334,913,38,0,120000,120000,120000,No Actualizado,NULL,NULL,2018-01-19
1698,GDL001001116000,2017-04-12,32348,437,38,0,21150,21150,21150,No Actualizado,NULL,NULL,2018-04-02
1699,GDL001001122000,2017-07-25,32353,947,38,1,495352.8,495352.8,495352.8,Con leyenda,2019-12-31,2019-12-02,NULL
1700,GDL001001123000,2017-07-31,32348,158,38,0,30000,30000,30000,Con leyenda,NULL,NULL,2018-07-09
1701,GDL001001127000,2017-09-27,31343,610,38,0,99488.79,99488.79,99488.79,Con leyenda,NULL,NULL,2020-09-18
1702,GDL001001130000,2017-10-10,32353,610,38,0,299542.24,299542.24,299542.24,Con leyenda,NULL,NULL,2020-09-18
1703,GDL001001146000,2018-03-12,32349,615,38,0,3482315.52,3482315.52,3482315.52,Con leyenda,NULL,NULL,2019-03-07
1704,GDL001001160000,2018-06-12,32353,288,38,0,26000,26000,26000,Con leyenda,NULL,NULL,2021-02-12
1705,GDL001001161000,2018-06-28,31336,922,38,0,84780,84780,84780,Con leyenda,NULL,NULL,2020-09-11
1706,GDL001001174000,2018-10-09,32353,288,38,0,44196,44196,44196,Con leyenda,NULL,NULL,2021-02-19
1707,GDL001001182000,2018-12-20,32348,610,38,0,15561.73,15561.73,15561.73,Con leyenda,NULL,NULL,2020-09-18
1708,GDL001001183000,2019-02-20,32353,947,38,1,145000.2,145000.2,145000.2,Con leyenda,2019-11-30,2020-05-29,NULL
1709,GDL001001184000,2019-04-09,32353,947,38,1,58730,58730,58730,Con leyenda,2019-11-30,2020-05-29,NULL
1710,GDL001001186000,2019-04-16,32353,947,38,1,98839.23,98839.23,98839.23,Con leyenda,2019-11-30,2020-05-29,NULL
1711,GDL001001187000,2019-04-25,31336,377,38,0,77261.79,77261.79,77261.79,Con leyenda,NULL,NULL,2019-09-30
1712,GDL001001188000,2019-04-25,31336,377,38,0,58153.02,58153.02,58153.02,Con leyenda,NULL,NULL,2019-09-30
1713,GDL001001189000,2019-04-25,31336,377,38,0,63380.46,63380.46,63380.46,Con leyenda,NULL,NULL,2019-09-30
1714,GDL001001190000,2019-04-25,31336,377,38,0,67543.11,67543.11,67543.11,Con leyenda,NULL,NULL,2019-09-30
1715,GDL001001191000,2019-04-25,32353,947,38,1,59182.5,59182.5,59182.5,Con leyenda,2019-11-30,2020-05-29,NULL
1716,GDL001001192000,2019-04-30,31339,947,38,1,132727.27,132727.27,132727.27,Con leyenda,2019-11-30,2020-05-29,NULL
1717,GDL001001196000,2019-06-12,32348,947,38,1,81900,81900,81900,Con leyenda,2019-11-30,2020-05-29,NULL
1718,GDL001001198000,2019-06-14,32353,947,38,1,599607.14,599607.14,599607.14,Con leyenda,2019-11-30,2020-05-29,NULL
1719,GDL001001199000,2019-06-28,32349,759,38,1,2644958.73,2644958.73,2644958.73,Con leyenda,2019-10-31,2020-05-29,NULL
1720,GDL001001200000,2019-06-28,32348,759,38,1,2644958.73,2644958.73,2644958.73,Con leyenda,2019-10-31,2020-05-29,NULL
1721,GDL001001201000,2019-07-15,32349,759,38,1,1227707.46,1227707.46,1227707.46,Con leyenda,2019-10-31,2020-05-29,NULL
1722,GDL001001202000,2019-07-26,32349,759,38,1,504002.7,504002.7,504002.7,Con leyenda,2019-10-31,2020-05-29,NULL
1723,GDL001001203000,2019-07-30,32348,384,38,1,28667.1,28667.1,28667.1,Con leyenda,2019-12-31,2016-12-01,NULL
1724,GDL001001204000,2019-08-01,32348,384,38,1,12558.99,12558.99,12558.99,Con leyenda,2019-12-31,2016-12-01,NULL
1725,GDL001001205000,2019-08-01,32348,384,38,1,539441.69,539441.69,539441.69,Con leyenda,2019-12-31,2016-12-01,NULL
1726,GDL001001206000,2019-09-19,32348,610,38,0,37722.47,37722.47,37722.47,Con leyenda,NULL,NULL,2020-09-18
1727,GDL001001207000,2019-09-30,32350,922,38,0,176800,176800,176800,Con leyenda,NULL,NULL,2020-09-11
1728,GDL001001208000,2019-09-30,32349,922,38,0,615264,615264,615264,Con leyenda,NULL,NULL,2020-09-11
1729,GDL001001209000,2019-10-07,32348,610,38,0,36932.95,36932.95,36932.95,Con leyenda,NULL,NULL,2020-09-18
1730,GDL001001211000,2019-10-16,32353,610,38,1,22609.18,22609.18,22609.18,Con leyenda,2019-07-31,2018-06-30,NULL
1731,GDL001001212000,2019-10-21,31336,215,38,1,780554.72,780554.72,780554.72,Con leyenda,2019-12-31,2019-10-01,NULL
1732,GDL001001213000,2019-10-24,32353,610,38,1,24150,24150,24150,Con leyenda,2019-07-31,2018-06-30,NULL
1733,GDL001001214000,2019-11-01,32349,833,38,0,96116.17,96116.17,96116.17,Con leyenda,NULL,NULL,2020-05-20
1734,GDL001001215000,2019-11-05,32348,610,38,0,6770.4,6770.4,6770.4,Con leyenda,NULL,NULL,2020-09-18
1735,GDL001001216000,2019-11-14,32348,947,38,1,20005,20005,20005,Con leyenda,2019-11-30,2020-05-29,NULL
1736,GDL001001217000,2019-11-15,32353,947,38,1,262991.6,262991.6,262991.6,Con leyenda,2019-11-30,2020-05-29,NULL
1737,GDL001001218000,2019-11-22,32349,759,38,1,469599.18,469599.18,469599.18,Con leyenda,2019-10-31,2020-05-29,NULL
1738,GDL001001219000,2019-11-22,32349,759,38,1,505146.94,505146.94,505146.94,Con leyenda,2019-10-31,2020-05-29,NULL
1739,GDL001001220000,2019-11-22,32349,759,38,1,692539.49,692539.49,692539.49,Con leyenda,2019-10-31,2020-05-29,NULL
1740,GDL001001221000,2019-11-27,32353,947,38,1,53924.82,53924.82,53924.82,Con leyenda,2019-12-31,2019-12-02,NULL
1741,GDL001001223000,2019-12-03,31336,22,38,1,329415.86,329415.86,329415.86,Con leyenda,2019-12-31,2019-12-02,NULL
1742,GDL001001224000,2019-12-19,32353,288,38,1,159152,159152,159152,Con leyenda,2019-10-31,2017-11-30,NULL
1743,GDL001001225000,2020-01-08,32353,948,38,1,137665.66,137665.66,137665.66,Con leyenda,2019-12-31,2019-12-02,NULL
1744,GDL001001226000,2020-01-08,32349,948,38,1,917771.12,917771.12,917771.12,Con leyenda,2019-12-31,2019-12-02,NULL
1745,GDL001001227000,2020-01-08,32353,948,38,1,218280.22,218280.22,218280.22,Con leyenda,2019-12-31,2019-12-02,NULL
1746,GDL001001228000,2020-01-08,32349,948,38,1,1455201.44,1455201.44,1455201.44,Con leyenda,2019-12-31,2019-12-02,NULL
1747,GDL001001229000,2020-01-22,32349,759,38,1,221325.46,221325.46,221325.46,Con leyenda,2019-10-31,2020-05-29,NULL
1748,GDL001001230000,2020-02-18,31336,215,38,0,1426643.21,1426643.21,1426643.21,Con leyenda,NULL,NULL,2020-07-17
1749,GDL001001231000,2020-02-20,31336,215,38,0,648038.22,648038.22,648038.22,Con leyenda,NULL,NULL,2020-10-10
1750,GDL001001232000,2020-02-24,32348,384,38,1,155403.25,155403.25,155403.25,Con leyenda,2019-12-31,2016-12-01,NULL
1751,GDL001001233000,2020-03-12,32350,948,38,1,1278442.65,1278442.65,1278442.65,Con leyenda,2019-12-31,2019-12-02,NULL
1752,GDL001001234000,2020-03-12,32348,948,38,1,1278442.65,1278442.65,1278442.65,Con leyenda,2019-12-31,2019-12-02,NULL
1753,GDL001001236000,2020-04-17,31334,784,38,1,246440,246440,246440,No Actualizado,2019-12-31,NULL,NULL
1754,GDL001001237000,2020-04-22,32350,947,38,1,8284749.78,1500000,8284749.78,Con leyenda,2019-11-30,2020-05-29,NULL
1755,GDL001001238000,2020-04-22,32350,947,38,1,4722510.39,1500000,4722510.39,Con leyenda,2019-11-30,2020-05-29,NULL
1756,GDL001001239000,2020-04-23,32353,947,38,1,408173.18,408173.18,408173.18,Con leyenda,2019-11-30,2020-05-29,NULL
1757,GDL001001240000,2020-04-28,31336,305,38,0,516820.32,516820.32,516820.32,Con leyenda,NULL,NULL,2020-05-13
1758,GDL001001241000,2020-04-28,31336,305,38,0,617381.87,617381.87,617381.87,Con leyenda,NULL,NULL,2020-05-13
1759,GDL001001242000,2020-04-28,31336,305,38,0,971173.18,971173.18,971173.18,Con leyenda,NULL,NULL,2020-05-13
1760,GDL001001243000,2020-05-07,32349,340,38,0,1460233.98,1460233.98,1460233.98,Con leyenda,NULL,NULL,2021-05-05
1761,GDL001001244000,2020-05-18,32353,948,38,1,484992.18,484992.18,484992.18,Con leyenda,2019-12-31,2019-12-02,NULL
1762,GDL001001245000,2020-05-19,32353,947,38,1,181500,181500,181500,Con leyenda,2019-11-30,2020-05-29,NULL
1763,GDL005005176000,2014-12-19,31339,540,39,0,20548.82,20548.82,20548.82,Con leyenda,NULL,NULL,2015-12-15
1764,GDL006001172000,2014-03-26,32353,297,40,0,41412,41412,41412,Con leyenda,NULL,NULL,2017-12-14
1765,GDL006001200000,2015-07-28,32348,509,40,0,168652.8,168652.8,168652.8,Con leyenda,NULL,NULL,2016-07-15
1766,GDL006001206000,2019-08-02,32348,528,40,0,39409.84,39409.84,39409.84,No Actualizado,NULL,NULL,2020-06-27
1767,GDL006001207000,2019-12-06,31335,235,40,0,97936.94,97936.94,97936.94,Con leyenda,NULL,NULL,2020-12-02
1768,GDL006001208000,2020-01-17,41418,304,40,0,12100000,1655271.95,12100000,Con leyenda,NULL,NULL,2021-01-12
1769,GDL006001209000,2020-01-17,41418,304,40,0,9800000,1655271.94,9800000,Con leyenda,NULL,NULL,2021-01-12
1770,GDL006001210000,2020-01-17,41418,304,40,0,9400000,1655271.95,9400000,Con leyenda,NULL,NULL,2021-01-12
1771,GDL006001211000,2020-01-17,41418,304,40,0,6300000,1655271.95,6300000,Con leyenda,NULL,NULL,2021-01-12
1772,GDL006001212000,2020-01-17,41418,304,40,0,6200000,1655271.95,6200000,Con leyenda,NULL,NULL,2021-01-12
1773,GDL006001213000,2020-01-17,41418,304,40,0,5600000,1655271.95,5600000,Con leyenda,NULL,NULL,2021-01-12
1774,GDL006001214000,2020-01-17,41418,304,40,0,4300000,1655271.95,4300000,Con leyenda,NULL,NULL,2021-01-12
1775,GDL006001215000,2020-02-11,32348,304,40,1,25000,25000,25000,Con leyenda,2019-09-30,2019-12-31,NULL
1776,GDL019001548000,2014-10-20,31336,970,41,0,20000,20000,20000,No Actualizado,NULL,NULL,2015-10-15
1777,GDL019001558000,2015-07-15,32353,610,41,0,134922.19,134922.19,134922.19,Con leyenda,NULL,NULL,2020-09-18
1778,GDL019001559000,2015-09-28,31336,365,41,0,387012.4,387012.4,387012.4,No Actualizado,NULL,NULL,2017-12-14
1779,GDL042000003000,2016-07-21,22213,610,44,0,17840.58,17840.58,17840.58,Con leyenda,NULL,NULL,2020-09-18
1780,GDL042000009000,2018-04-13,22212,115,44,0,125837.04,125837.04,125837.04,No Actualizado,NULL,NULL,2020-09-18
1781,GDL043000001000,2017-02-13,33309,130,47,1,5680000,5680000,5680000,Auditada o dictaminada,2019-09-30,2020-02-05,NULL
1782,GDL043000003000,2019-03-21,32348,661,45,1,850000,850000,850000,Auditada o dictaminada,2019-09-30,2020-03-01,NULL
1783,GDL045000003000,2018-06-29,31338,59,46,1,10157.72,10157.72,10157.72,Sin leyenda,2017-12-31,2020-05-29,NULL
1784,GDL045000005000,2018-12-21,31338,59,46,1,6938.15,6938.15,6938.15,Sin leyenda,2017-12-31,2020-05-29,NULL
1785,GDL050000001000,2020-05-14,32349,661,47,1,3340800,3340800,3340800,Auditada o dictaminada,2019-09-30,2020-03-01,NULL
1786,HER001001271000,2017-02-28,32348,369,48,0,65006.66,65006.66,65006.66,Con leyenda,NULL,NULL,2020-05-29
1787,HER001001275000,2017-05-02,33309,221,48,0,13570,13570,13570,Con leyenda,NULL,NULL,2021-01-15
1788,HER001001276000,2017-06-23,32348,369,48,0,193020,193020,193020,Con leyenda,NULL,NULL,2020-05-29
1789,HER001001278000,2017-06-28,32348,369,48,0,323974.12,323974.12,323974.12,Con leyenda,NULL,NULL,2020-05-29
1790,HER001001284000,2017-11-15,32348,369,48,0,33692.72,33692.72,33692.72,Con leyenda,NULL,NULL,2020-05-29
1791,HER001001285000,2017-12-15,32348,369,48,0,74200,74200,74200,Con leyenda,NULL,NULL,2020-05-29
1792,HER001001286000,2018-03-06,32348,243,48,0,129308.96,129308.96,129308.96,Con leyenda,NULL,NULL,2021-01-15
1793,HER001001287000,2018-03-06,32348,243,48,0,187065.92,187065.92,187065.92,Con leyenda,NULL,NULL,2021-01-15
1794,HER001001288000,2018-03-15,32348,369,48,0,1272621.17,1272621.17,1272621.17,Con leyenda,NULL,NULL,2020-05-29
1795,HER001001290000,2018-04-12,32348,219,48,0,193965.79,193965.79,193965.79,Con leyenda,NULL,NULL,2021-01-15
1796,HER001001292000,2018-05-24,32348,369,48,0,293800,293800,293800,Con leyenda,NULL,NULL,2020-05-29
1797,HER001001300000,2018-11-08,32348,762,48,0,25862.06,25862.06,25862.06,Con leyenda,NULL,NULL,2020-08-25
1798,HER001001301000,2018-11-08,32348,762,48,0,12169.77,12169.77,12169.77,Con leyenda,NULL,NULL,2020-08-25
1799,HER001001304000,2019-01-31,31336,631,48,0,65762.5,65762.5,65762.5,Con leyenda,NULL,NULL,2019-08-22
1800,HER001001305000,2019-03-12,32348,762,48,0,56034.39,56034.39,56034.39,Con leyenda,NULL,NULL,2020-08-25
1801,HER001001306000,2019-03-12,32348,762,48,0,77586.2,77586.2,77586.2,Con leyenda,NULL,NULL,2020-08-25
1802,HER001001307000,2019-03-12,32348,762,48,0,171077.59,171077.59,171077.59,Con leyenda,NULL,NULL,2020-08-25
1803,HER001001308000,2019-04-25,32353,402,48,0,144446.33,144446.33,144446.33,No Actualizado,NULL,NULL,2020-04-23
1804,HER001001309000,2019-05-06,32348,762,48,0,201255.05,201255.05,201255.05,Con leyenda,NULL,NULL,2020-08-25
1805,HER001001310000,2019-05-06,32348,762,48,0,122359.88,122359.88,122359.88,Con leyenda,NULL,NULL,2020-08-25
1806,HER001001311000,2019-05-17,32348,289,48,1,411346.2,411346.2,411346.2,Sin leyenda,2018-12-31,2019-12-31,2019-09-27
1807,HER001001312000,2019-06-03,32348,369,48,0,237397.2,237397.2,237397.2,Con leyenda,NULL,NULL,2020-05-29
1808,HER001001313000,2019-06-03,32348,369,48,0,53714.2,53714.2,53714.2,Con leyenda,NULL,NULL,2020-05-29
1809,HER001001314000,2019-06-13,32348,369,48,0,111000,111000,111000,Con leyenda,NULL,NULL,2020-05-29
1810,HER001001315000,2019-11-05,32349,350,48,1,161797.11,161797.11,161797.11,Con leyenda,2019-07-31,NULL,NULL
1811,HER001001316000,2019-11-05,32348,350,48,1,32359.43,32359.43,32359.43,Con leyenda,2019-07-31,NULL,NULL
1812,HER001001317000,2019-11-08,32348,762,48,0,59999.9,59999.9,59999.9,Con leyenda,NULL,NULL,2020-09-09
1813,HER001001318000,2019-11-08,32348,762,48,0,89998.42,89998.42,89998.42,Con leyenda,NULL,NULL,2020-09-09
1814,HER001001319000,2020-01-03,31339,937,48,1,160000,160000,160000,Con leyenda,2019-11-30,NULL,NULL
1815,HER001001320000,2020-01-31,32348,762,48,3,449623.82,449623.82,449623.82,Con leyenda,2019-12-31,2018-02-01,2020-09-09
1816,HER001001321000,2020-01-31,32348,762,48,3,75461.57,75461.57,75461.57,Con leyenda,2019-12-31,2018-02-01,NULL
1817,HER001001322000,2020-02-25,32348,653,48,0,47880,47880,47880,No Actualizado,NULL,NULL,2021-02-23
1818,HER001001323000,2020-03-03,32348,762,48,3,186051.72,186051.72,186051.72,Con leyenda,2019-12-31,2018-02-01,NULL
1819,HER001001324000,2020-03-10,31334,937,48,1,41559.2,41559.2,41559.2,Con leyenda,2019-11-30,NULL,NULL
1820,HER001001325000,2020-03-10,31334,335,48,1,21991.61,21991.61,21991.61,Con leyenda,2019-11-30,NULL,NULL
1821,HER001001326000,2020-03-10,31334,335,48,1,31028.73,31028.73,31028.73,Con leyenda,2019-11-30,NULL,NULL
1822,HER001001327000,2020-03-27,31339,937,48,1,124538.35,124538.35,124538.35,Con leyenda,2019-11-30,NULL,NULL
1823,HER001001328000,2020-03-27,31335,937,48,1,373615.06,373615.06,373615.06,Con leyenda,2019-11-30,NULL,NULL
1824,HER001001329000,2020-03-27,31339,335,48,2,105158.09,105158.09,105158.09,Con leyenda,2019-12-31,NULL,NULL
1825,HER001001330000,2020-03-27,31335,335,48,1,315474.29,315474.29,315474.29,Con leyenda,2019-11-30,NULL,NULL
1826,HER001001331000,2020-03-31,31335,937,48,1,37266.02,37266.02,37266.02,Con leyenda,2019-11-30,NULL,NULL
1827,HER001001332000,2020-03-31,31339,937,48,1,12422.01,12422.01,12422.01,Con leyenda,2019-11-30,NULL,NULL
1828,HER001001333000,2020-04-08,32348,369,48,0,243253.9,243253.9,243253.9,Con leyenda,NULL,NULL,2020-05-29
1829,HER001001334000,2020-05-08,31339,937,48,1,42420.82,42420.82,42420.82,Con leyenda,2019-11-30,NULL,NULL
1830,HER001001335000,2020-05-08,31335,937,48,1,147623.27,147623.27,147623.27,Con leyenda,2019-11-30,NULL,NULL
1831,HER001001336000,2020-05-08,31334,937,48,1,63630.72,63630.72,63630.72,Con leyenda,2019-11-30,NULL,NULL
1832,HER001001337000,2020-05-19,32348,580,48,0,4640,4640,4640,Con leyenda,NULL,NULL,2021-05-13
1833,HER002001691000,2015-09-29,32350,703,49,0,34782.69,34782.69,34782.69,Con leyenda,NULL,NULL,2017-11-14
1834,HER002001692000,2015-10-13,32353,727,49,2,702159.8,702159.8,702159.8,Con leyenda,2019-12-31,2018-12-31,2020-05-06
1835,HER002001694000,2016-01-14,32353,727,49,0,435120.06,435120.06,435120.06,Con leyenda,NULL,NULL,2020-05-06
1836,HER002001697000,2016-04-12,32350,727,49,0,176208.26,176208.26,176208.26,Con leyenda,NULL,NULL,2020-05-06
1837,HER002001711000,2016-07-11,32353,727,49,0,90722.4,90722.4,90722.4,Con leyenda,NULL,NULL,2020-05-06
1838,HER002001719000,2017-06-16,32353,727,49,0,327282.6,327282.6,327282.6,Con leyenda,NULL,NULL,2020-05-06
1839,HER002001720000,2017-09-05,31339,455,49,0,27345.66,27345.66,27345.66,Con leyenda,NULL,NULL,2019-09-10
1840,HER002001721000,2017-10-09,32353,727,49,0,512802.78,512802.78,512802.78,Con leyenda,NULL,NULL,2020-05-06
1841,HER002001722000,2017-10-19,31335,455,49,0,637814.91,637814.91,637814.91,Con leyenda,NULL,NULL,2019-09-10
1842,HER002001723000,2017-10-19,31339,455,49,0,637814.91,637814.91,637814.91,Con leyenda,NULL,NULL,2018-08-31
1843,HER002001724000,2017-11-14,31339,455,49,0,51933.45,51933.45,51933.45,Con leyenda,NULL,NULL,2019-09-10
1844,HER002001725000,2017-12-26,31339,455,49,0,30495.39,30495.39,30495.39,Con leyenda,NULL,NULL,2019-09-10
1845,HER002001727000,2018-04-04,32349,782,49,0,112803.41,112803.41,112803.41,Con leyenda,NULL,NULL,2020-05-06
1846,HER002001728000,2018-04-04,32348,782,49,0,48622.16,48622.16,48622.16,Con leyenda,NULL,NULL,2020-05-06
1847,HER002001729000,2018-04-17,32348,697,49,0,145146.9,145146.9,145146.9,Con leyenda,NULL,NULL,2019-04-16
1848,HER002001730000,2018-04-27,32353,727,49,0,333564.52,333564.52,333564.52,Con leyenda,NULL,NULL,2020-05-06
1849,HER002001731000,2018-07-18,31339,455,49,0,12980.4,12980.4,12980.4,Con leyenda,NULL,NULL,2019-09-10
1850,HER002001732000,2018-08-15,31339,455,49,0,141736.65,141736.65,141736.65,Con leyenda,NULL,NULL,2019-09-10
1851,HER002001733000,2018-08-21,32348,727,49,0,50247.32,50247.32,50247.32,Con leyenda,NULL,NULL,2020-05-06
1852,HER002001734000,2018-09-03,31334,782,49,0,63803.51,63803.51,63803.51,Con leyenda,NULL,NULL,2020-05-06
1853,HER002001736000,2018-09-12,31339,455,49,0,30372.99,30372.99,30372.99,Con leyenda,NULL,NULL,2019-09-10
1854,HER002001737000,2018-12-28,31339,455,49,0,11985.76,11985.76,11985.76,Con leyenda,NULL,NULL,2019-09-10
